unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
			wh2_dlc11_cst_cav_deck_droppers_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cav_deck_droppers_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cav_deck_droppers_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cav_deck_droppers_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cav_knights_errant_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cav_knights_errant_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cav_knights_errant_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cav_knights_of_the_realm	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cav_questing_knights_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_aranessa_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_aranessa_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_cylostra_direfin_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_cylostra_direfin_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_damned_paladin_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_damned_paladin_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_gunnery_wight_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_gunnery_wight_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_luthor_harkon_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_luthor_harkon_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_mourngul_haunter	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_captain_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_captain_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_captain_death_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_captain_death_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_count_noctilus_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_count_noctilus_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_deck_gunners_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_deck_gunners_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_depth_guard_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_depth_guard_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_depth_guard_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_sartosa_free_company_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_sartosa_militia_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_syreens	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_deckhands_mob_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_deckhands_mob_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_deckhands_mob_necrofex_summoned_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_deckhands_mob_summoned_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_gunnery_mob_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_gunnery_mob_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_gunnery_mob_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_gunnery_mob_3	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_animated_hulks_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_bloated_corpse_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_fell_bats	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_mournguls_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_mournguls_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_necrofex_colossus_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_necrofex_colossus_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_rotting_leviathan_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_rotting_prometheans_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_rotting_prometheans_summoned_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_scurvy_dogs	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_cst_mon_terrorgheist	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_def_cha_lokhir_fellheart_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_def_cha_lokhir_fellheart_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_cha_heinrich_kemmler_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_inf_crossbowmen	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_inf_handgunners	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc11_vmp_mon_varghulf_summoned	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cav_cold_one_spearriders_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cav_ripperdactyl_riders_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cav_ripperdactyl_riders_0_blessed	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cav_ripperdactyl_riders_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cav_terradon_riders_1_tlaqua	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cav_terradon_riders_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_skink_chief_red_crested_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_skink_chief_red_crested_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_skink_chief_red_crested_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_skink_chief_red_crested_3	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_skink_priest_beasts_4	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_skink_priest_heavens_4	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_tehenhauin_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_tehenhauin_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_tehenhauin_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_tehenhauin_3	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_tiktaqto_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_cha_tiktaqto_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_inf_saurus_warriors_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_inf_skink_red_crested_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_inf_skink_red_crested_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_inf_temple_guards_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_lzd_cha_kroak_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_lzd_cha_kroak_0_boss	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_ancient_salamander_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_ancient_salamander_0_blessed	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_ancient_stegadon_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_ancient_stegadon_1_nakai	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_ancient_stegadon_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_bastiladon_3	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_bastiladon_3_nakai	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_salamander_pack_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_salamander_pack_0_blessed	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_lzd_mon_salamander_pack_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_art_warp_lightning_cannon_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_cha_ikit_claw_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_cha_ikit_claw_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_cha_ikit_claw_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_cha_warlock_master_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_cha_warlock_master_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_cha_warlock_master_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_inf_clanrats_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_inf_plague_monk_censer_bearer_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_inf_ratling_gun_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_inf_ratling_gun_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_inf_ratling_gun_ror_tech_lab_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_inf_stormvermin_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_inf_warplock_jezzails_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_inf_warplock_jezzails_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_veh_doom_flayer_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_veh_doom_flayer_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_veh_doomwheel_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_art_great_cannon_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_art_helblaster_volley_gun_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_art_mortar_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_demigryph_knights_1_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_empire_knights_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_empire_knights_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_empire_knights_ror_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_empire_knights_ror_2	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_knights_blazing_sun_0_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_outriders_1_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_outriders_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_pistoliers_1_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_pistoliers_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cav_reiksguard_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cha_hunter_jorek_grimm_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cha_huntsmarshal_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_cha_markus_wulfhart_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_archers_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_archers_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_crossbowmen_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_greatswords_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_greatswords_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_halberdiers_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_halberdiers_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_handgunners_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_handgunners_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_huntsmen_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_huntsmen_0_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_huntsmen_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_spearmen_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_inf_swordsmen_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_veh_steam_tank_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_veh_steam_tank_ror_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_veh_war_wagon_0	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_veh_war_wagon_0_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_veh_war_wagon_1	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
			wh2_dlc13_emp_veh_war_wagon_1_imperial_supply	idrinth_hev_high_elf_vampires_all_none_chapel_units	false
